,Actual,Predicted
18735,1.006,0.531928374746883
15754,5.0,2.4673741715784203
8087,2.099,3.000148222141
16180,0.525,1.0320231863121947
5836,2.629,1.989313005755271
2238,1.588,1.954588797618264
5954,2.095,1.5349714831192287
4269,3.5,1.6284783229987596
3508,2.171,2.633319713628495
9577,1.414,1.3023746325537005
12398,0.934,0.8656509676454647
484,1.982,1.750646366728887
10957,1.872,1.7398748254219782
15888,1.853,1.818530106506742
6399,5.00001,6.659765419273178
20140,2.813,3.0618534916508366
7524,1.036,1.7915852428394672
9276,2.879,3.0119285301477774
5764,2.083,1.7613408789124563
1719,1.75,2.9505786913845924
19323,1.327,1.8238964972159906
6210,1.72,1.601518532161343
11038,5.00001,4.740622478993906
2751,0.64,0.5165828466139004
447,2.279,2.1770647586595544
19986,0.631,0.9522777048186768
14261,0.841,1.5230465485176552
9961,3.392,2.8199362347222205
9229,1.563,1.24856214110293
14374,3.836,2.6571135293214425
12072,1.371,1.8189304886257034
3222,0.568,1.1535953432375479
16246,0.7,1.3453377023464057
16426,0.963,1.040406595584976
16196,0.926,1.6845167804838255
11610,3.591,3.1010348141551134
7775,1.587,2.228108454421566
8654,5.00001,2.9840018943676228
9786,1.146,2.23362997709539
10311,4.102,3.3554878169812525
17972,2.819,1.861204899053206
18700,1.017,0.6199223130436593
180,1.693,2.0725902865303283
8279,2.078,1.9967589543290316
9390,3.272,2.518692737108694
8778,2.779,2.439240872520166
13974,1.114,1.0815059154968338
251,0.806,1.6427325299052598
10548,2.075,2.6131954777389765
1512,2.753,2.528469941725902
17516,4.21,3.0844007686019523
19748,1.288,1.2967196127001728
9831,3.139,2.546879261529753
2864,0.676,1.610695792659513
9543,0.644,1.1766615037002595
8407,1.539,1.8172846850188833
12885,1.307,0.9417809819385354
3752,2.385,1.9605730051708363
17134,3.796,3.356016681162174
10984,1.465,1.674601543981403
8058,1.503,2.247409957223418
10690,0.803,1.5365737537484492
13035,2.933,0.645521976319209
1527,2.88,2.7022568414822032
1337,1.441,2.2362415362336847
13302,1.27,1.5189027130972121
688,1.521,2.10569658377441
10007,1.568,0.8034408023479074
12269,1.049,0.9720232125824921
5250,5.00001,5.430904650317153
14777,1.344,2.0979977808504984
17158,5.00001,5.737346451557407
10581,2.728,3.0029311321837326
13829,1.516,0.8536016150471184
8739,3.626,2.2947693492952794
7621,1.692,2.2305357569680737
14612,1.404,1.9847219522763737
20058,0.437,0.9023390877473716
19026,1.36,2.563767591118257
20463,2.644,2.692171368968225
15014,1.522,2.1333175928266286
4285,1.375,1.6566679342553812
6868,2.147,1.4521149422810922
20453,1.709,2.2594369101566585
18421,2.362,2.299919970917138
16108,2.978,2.473697480660512
9234,0.885,0.9551479670350815
14796,1.276,1.6462208984789086
12850,0.802,0.9960810671481823
15841,3.06,2.5041517141323197
4230,4.364,2.0514149695984187
10590,2.389,2.4202877119817927
10289,2.317,3.1472734077751383
7175,1.229,1.6662110359116937
8156,2.182,2.4769406114768557
409,3.97,4.909029640578645
19300,2.603,1.6472597114034429
9358,4.357,3.180491095994121
8379,1.64,2.394153469072009
18620,4.405,3.0233527293253744
2519,0.854,1.13757002655705
13827,1.019,0.9682529544449991
9143,1.594,2.12981640183105
10129,1.903,2.606780925136782
2457,1.0,1.3819308296896864
7223,1.396,1.5307999254852973
4045,5.00001,4.870311686877834
18609,1.545,2.7034220479555486
4189,1.705,2.0999113607324844
12055,1.106,1.3910297381407375
9861,1.912,2.6016197025467847
6206,2.872,3.4590441337961053
14975,1.501,1.9874345491373973
10279,2.383,2.300010659361739
4199,1.542,0.952338914801004
17577,2.805,2.4166837618367154
7809,1.619,2.575740536518154
19239,2.656,2.768948463605035
14766,1.227,2.3718121743885234
866,2.312,2.726731660763484
16071,3.191,2.5678724105463786
11290,2.313,2.288502018658967
17854,5.00001,4.582956406334766
12514,1.212,1.2581037570468183
3525,2.225,2.3111315798215415
993,4.5,3.1092372484531907
5117,1.021,1.4167234062752172
6162,2.012,2.281943917319502
12701,1.042,0.8722236195376141
4345,5.00001,5.433507298637309
17376,1.32,1.9216989627714938
4194,2.211,2.515286738724292
9098,1.516,1.951604408002801
9887,1.469,1.54739798813047
14518,1.512,2.125870707691199
3615,1.651,2.2482591992768164
8010,2.136,2.6744144983634044
4400,2.135,2.007219879516782
4034,5.00001,3.4187564859365906
1632,4.38,3.43593066021473
17788,1.838,2.4375559910520863
15637,3.5,2.611867811860101
9674,1.593,1.0104687195683653
14980,1.291,1.675045726115009
2450,0.766,1.1095768785238747
14352,2.25,1.9526066857169937
3826,2.308,1.703596778741364
11040,4.318,3.8349014317427432
8350,1.91,3.010504353465599
326,0.847,1.2627976073522902
8242,1.525,1.2577614804391928
12795,0.676,0.5680820224030967
7877,1.982,2.080838343675758
5716,3.063,2.0418353685559865
9511,1.221,2.061044646080042
12998,2.761,2.1254687799642014
13762,1.03,0.9915590916842874
18104,4.091,3.018695554618681
4540,1.352,1.834579499822695
9586,1.216,1.1174503050559537
7752,1.828,1.7243297242450168
17681,2.28,1.7920004446856694
16357,1.1,1.101023757349509
13818,1.112,0.8239987381149305
2981,0.847,1.203998098915875
18148,4.473,3.8802400862704545
13129,0.883,0.796876994291118
322,0.871,1.3800001627276544
17519,1.875,2.203347911463254
7780,1.469,1.7319146199780988
19484,1.031,1.2950656130928948
1554,3.437,3.6694891921691024
383,0.982,2.177835429000318
8396,2.625,1.832362723828325
18806,0.774,0.4193117749594606
1768,1.351,2.156163730235207
12221,1.347,1.1198336196261778
15247,2.313,1.6309430925939026
6258,1.586,1.667090372313936
13072,1.016,0.9085306012051149
19015,1.22,1.7566191881193518
10323,3.8,3.460352005332581
9975,1.894,1.7409038845223677
17329,4.4,3.314925387919864
3002,0.7,1.3050152944868287
2546,0.7,1.198645536936148
8972,3.335,2.7009255835171473
14110,1.018,1.4919082568703033
4605,5.00001,6.925866970689654
4371,3.605,2.8165556696481318
12933,1.695,1.7101883731951872
7139,2.056,1.639194066681135
6490,1.663,1.8732287912742223
13094,0.325,0.8050781775832476
17741,3.627,3.149264591879941
5610,1.745,1.6362440261802078
6216,1.976,1.9643274489907938
9191,1.83,2.381011616113291
3844,1.583,1.5695503341319679
1355,1.002,1.83985330425363
2583,0.875,0.938564390342826
8944,4.611,2.181510346030059
14560,1.902,2.8839942973711388
12929,2.323,1.8516527973504466
16045,2.216,2.738170123750983
15249,2.269,2.264515744488307
3509,2.242,2.341455862197897
5076,1.198,1.7494147099278337
12630,0.782,1.145385678749868
7425,1.651,1.5559268445366712
2214,2.139,3.481895501612037
2326,0.697,0.6629427836742039
4977,1.058,1.60855823710218
16183,0.75,1.2168680381834704
9213,0.917,1.3685654156977094
10157,2.695,2.7938631670861085
2319,0.682,0.9714205055864298
15426,1.658,1.7797804016334666
9172,1.546,1.6785501076187117
8626,4.727,3.275563432961526
18103,3.459,3.6735272667590024
10337,2.307,2.8914993200182835
4634,3.0,1.6420068719334822
14961,2.494,2.2751201592407284
15977,4.357,2.6292647486487155
16301,2.258,2.2526256347331355
4546,1.75,1.217669640593094
6631,1.784,1.301658360954697
18236,2.76,2.457986945091477
20115,1.159,0.7234104672188906
9194,2.143,1.3025467901883516
3350,1.183,0.657807606607804
4252,5.00001,2.101225574404765
15341,1.521,2.116192353727101
9876,1.404,2.231555392322214
15378,2.226,2.005896098266966
17150,4.445,3.1092997078279794
16891,5.0,3.426887034919943
16466,1.633,1.5525673882070237
14418,1.938,2.598372001850173
2505,0.905,1.4086768952853603
31,1.152,1.7517271404044195
14858,1.47,1.6786265015731274
11622,2.739,2.8222589959546625
7854,1.909,2.1651085878749186
20510,0.748,0.919559362577381
15652,5.00001,1.6428702306305283
5043,1.185,1.459850527282498
10574,5.00001,1.1152274466765562
20192,0.55,2.119530901085767
16296,0.584,1.2634587410708846
12522,0.958,1.212810139508825
4896,0.992,1.6156717648915517
20303,1.674,3.0133561486942213
13993,0.705,1.0662167067191248
2714,0.675,0.9911685659169578
12571,0.757,1.224891779224194
6478,1.83,2.037987128682623
4044,5.00001,4.80317126455013
2641,0.973,1.3709541858978653
16434,2.3,2.59324497533229
14311,0.829,1.5577086201886488
3248,0.522,1.2012824583352213
247,1.148,1.9695447945974465
2346,0.88,1.6452520845472236
14704,2.242,2.2551003536003336
7353,1.5,1.732845468189332
12371,3.417,2.9503172544743634
655,1.817,1.9201983494618986
10991,1.406,1.7238356500526777
19731,0.727,0.5076543948882133
6695,2.109,1.8873431240734462
11733,0.977,0.544558307926799
10030,1.097,0.850334800431682
8255,1.656,1.8884774740721255
11081,2.306,1.8633205369255919
6599,1.638,1.9387419386157703
2752,0.958,0.3484716302960109
18771,0.481,0.3420410556283784
2026,0.444,0.8054535274508154
17853,2.379,2.9342910100999973
928,2.848,3.4310147881568938
19206,1.648,1.508293812813072
10274,2.0,1.6264919515805758
3295,0.778,0.970041379942387
6087,1.86,1.904649864025572
7026,1.697,1.8873740188844579
14340,4.188,2.287269823349355
3142,0.733,0.9357671929685196
14314,0.87,1.7353211966145352
3643,1.682,2.3775010717057086
12008,1.543,1.9270459403180453
17865,2.25,4.013246765300941
18136,3.33,2.872432511765446
12735,2.259,2.197939651646955
12076,1.381,1.6395830789759458
11921,1.127,1.3398990968022844
115,2.316,2.2553810671671144
6769,4.191,2.3090194876875714
3821,2.211,1.8670642995580806
6517,1.554,1.608839483712778
1968,1.517,1.143381745670709
15964,2.489,3.264170888202379
11823,1.532,0.829988725422588
18979,1.265,1.5096051922831677
12911,2.4,2.365819160982916
17502,1.861,2.062542348360239
17199,5.00001,4.073928489657867
6844,1.816,1.56653679520916
18192,1.781,2.326810710713339
2408,0.692,0.7928939425133592
12579,0.668,0.7854256871220002
4048,5.00001,4.278286490973301
18239,1.813,2.363425352371145
5685,3.964,3.596162466498349
9938,1.875,2.5114689601569395
16787,2.979,3.16683819441149
10746,3.454,2.620965240526658
9728,2.451,2.527813445953626
13453,1.055,1.5824597199933805
2585,1.011,0.7891422337757064
6650,1.417,1.762218253693824
18021,4.309,3.112707534066324
16107,2.863,2.1692062716147262
12053,1.13,1.3620149082787734
14372,4.667,3.7623929760226815
11129,1.686,1.8794715877662824
17035,3.605,2.620186938909576
1572,2.564,2.463920650224807
3011,1.139,1.9717040000155137
5047,3.504,3.2127995313791544
5866,2.091,2.3724552048266005
10901,1.315,1.7132590031083126
9955,2.167,2.845211008085279
12181,1.013,0.9147105914164655
19088,2.028,2.2754814544089186
16577,1.176,1.947753670573121
16931,2.926,2.549855217226856
5352,5.00001,6.07720484878481
19466,1.303,1.3368044165802075
2386,0.924,0.7349890806786803
4974,1.125,1.443560376100308
10902,1.542,1.0673094487658048
12517,1.04,1.120018557078275
19145,1.216,1.826439492553817
1611,2.063,1.985856104182794
2043,1.083,1.612863096763327
20419,3.494,3.2459199660640436
1147,0.833,-0.05302600075288666
3978,2.458,2.867840940834057
19249,0.915,1.652653576748854
4049,5.00001,4.692415118342886
8935,5.00001,2.1228721162691144
5971,1.905,1.7567051674922638
16588,1.083,1.3801066123903851
12326,0.896,1.0335827191493792
18078,5.00001,5.085385145474227
16218,0.946,1.7716556327935464
4548,0.675,4.236214666883676
1346,1.775,2.6175452142709403
5702,2.613,2.651504408008215
12220,5.00001,1.9917824003038547
15481,1.684,2.5194413323040905
18028,2.453,2.6906606921928713
18622,2.4,3.0901779064612285
16491,1.565,1.3292021611485652
15238,5.00001,2.2820163565344487
10208,2.356,2.5590583857964404
7808,1.856,2.4494003755555056
4609,3.167,1.698017329022477
11843,1.188,0.3311769915612288
9966,2.485,2.4289394319504325
11289,2.365,2.4513858392474646
12557,0.946,1.1281923276461896
6925,1.768,1.8770608478634117
14503,1.486,1.8221410395033715
9859,1.953,2.4318112837898056
7649,2.159,2.655453744432627
4547,1.266,2.308836442831492
4343,1.739,1.723203470237486
15289,1.83,1.787039172698556
2141,0.743,1.0373774342627016
11103,2.247,2.205758522624926
2458,1.016,1.4877466848177292
17020,3.91,3.04927098462079
7717,2.65,2.1896302781274315
18380,5.00001,4.306058670192563
17731,1.865,2.623596979944857
13909,0.78,0.633442794135135
2684,0.808,1.1377145159682271
3396,1.896,2.387699499402437
3511,1.992,2.268512161473147
16631,1.896,2.4889024737081726
265,1.6,1.9824867234046408
10612,3.753,3.8985194350212637
1475,1.667,1.7492063985515074
3965,2.156,2.2842658288993363
18687,2.286,2.463626534851855
16718,1.713,2.0500575611098313
16006,4.31,3.5135482888259517
7901,2.751,2.7594310955436114
17469,2.768,3.5192986338103722
3230,0.463,0.8585104156470109
9040,1.44,1.5507752239546235
2518,0.943,0.6452745778040239
6275,1.576,1.338560157062723
11063,1.945,2.2734935952884
5746,3.511,2.0981593242391128
4696,4.534,2.0384763939981454
3733,2.246,1.8038677038563549
4156,1.556,1.8830439513447956
16304,2.42,4.113904644025368
9452,0.7,1.5767935312572234
13941,0.713,1.2535219622750233
3282,0.668,1.0016145269757217
4461,1.531,2.51727107514575
695,1.375,1.7640215786937006
10212,2.304,2.65230389229383
18123,2.422,2.884069702975445
10263,3.019,2.5433319170121678
18057,4.158,3.175528195379279
1261,1.565,2.1255868339199893
18776,0.786,0.3434311571778679
1580,4.414,3.6741337669247045
4393,1.843,1.9812183719894634
20506,2.765,3.2197711644987024
10092,2.328,1.9486033235018354
9613,0.604,0.8156236876824536
12544,2.241,2.175938720086066
11006,4.39,2.973724848567791
9210,1.231,0.7301586325055283
15196,2.557,2.9661382337082713
1163,0.576,0.6661412432290419
3894,1.998,2.490962479074952
2090,0.513,0.9553015423617239
17472,3.482,3.4488501299111505
139,3.628,3.2137956458533736
3919,2.403,2.3917821916228235
19941,0.736,1.1695411116131709
15488,1.726,1.7834738375229975
3570,2.29,2.2945976521367015
6492,1.663,2.0199843630278025
12148,0.833,1.0611266818425946
4072,5.00001,3.957902819021392
11450,3.329,3.135147310726772
2812,0.543,1.2400417569716424
10205,2.417,2.424028465127286
9792,3.875,3.071121328436327
13262,1.364,1.720705078564265
16238,0.983,2.116194636386105
20368,1.76,1.8788137555676911
2503,0.63,0.836568417691204
3559,2.369,1.9093724393597213
9634,0.972,1.8692038417494388
15718,2.2,1.3557932718226127
10689,1.058,1.627864912349878
16978,2.709,2.9297876945492263
13634,0.994,1.5032274475441696
4166,1.663,1.5520392832812817
14161,1.438,1.714494235651209
19357,1.406,1.9554394384577378
19227,3.309,3.071425948109429
4794,1.569,2.129826720544294
15500,5.00001,3.4442004960414607
7125,1.625,0.8504890029904644
10074,1.248,0.751659138668181
15323,2.161,1.5582604694479514
14030,1.714,1.8445431295561505
6669,3.256,2.7205778831506606
12471,1.098,1.0308255604088146
16795,2.762,2.5505469938212357
15506,1.299,1.6287909408312018
15919,2.923,2.4062751677714473
19237,3.415,3.185675657561312
13914,0.668,0.4149199926544398
9432,2.388,2.241646178508411
1227,0.774,0.6768422505099281
12459,0.824,0.266834842182746
16900,3.599,2.9620630053952297
5418,4.657,3.4026994436358464
19154,2.14,2.310852390316427
13483,1.071,1.4253075703083695
1710,1.578,2.2828133977095177
7516,1.193,1.8818961081634242
3519,2.329,2.359994105662686
18860,1.795,2.436724950447015
2753,0.701,0.46358979066418726
12286,0.55,0.6225812487130113
12781,0.659,0.8275441391072249
2616,0.996,1.1451668027496353
10671,5.00001,4.730248435881165
10369,1.641,2.492699653474368
12243,0.77,0.6836402966625883
10013,1.403,1.0054908986927487
15584,1.729,1.4112175991162772
4740,5.00001,2.0685796304928132
15268,3.143,1.9745779168580597
5421,5.00001,2.628819137035862
18282,5.00001,5.895145758362752
4832,1.43,1.7161687642519254
10443,2.806,2.386503244541764
4699,3.75,2.0796248340786363
4344,1.375,1.5887169329102733
10547,3.371,3.223283268551775
12384,1.28,1.3695801561733703
19212,1.854,1.9511143475641788
1202,0.63,0.6244273466570363
210,1.095,2.3412573692329204
4580,4.0,1.2077841622698955
16313,1.519,2.596130676861627
9625,0.563,0.6266504514627727
11844,1.025,0.482429507259333
6705,2.25,2.131923471584237
17129,1.455,1.99524681189029
11438,3.631,2.303368237412748
15905,2.49,1.810287072862458
424,4.153,3.311841977824635
14493,2.674,2.4875873187384627
9606,0.75,1.1217655342485955
15823,2.5,2.1777436507993
14164,1.618,1.4469080686017932
12660,0.975,0.6955215583991929
1805,1.115,1.8620145030869253
9565,0.873,0.8834100968848304
8842,2.729,1.8920872965476505
13866,1.244,0.9797168405518448
3388,2.287,2.895161166238857
20275,2.295,2.693945341572011
4871,1.625,1.9006333137213574
327,0.8,2.112208029071695
7275,1.188,1.691314873037122
12014,2.442,3.2814391971230066
11272,1.875,2.176965189621292
7698,2.46,2.324861677211153
5090,1.026,1.3452783906772439
19394,1.167,0.7200360421678269
88,1.375,1.1713021591461512
13952,1.719,2.8283983914938275
16421,1.031,1.3595364253907363
16770,2.391,2.464364324844702
10091,1.94,2.4659237893009944
20169,2.199,2.158812152113377
9008,3.8,3.7870670781973885
6248,1.557,1.7215595554221679
1056,0.899,0.37720128724468793
2202,0.893,1.8111462671815062
1084,0.55,0.6456735476094408
2946,0.498,0.9728108611643123
4143,1.464,1.6961298196574077
18010,2.78,3.148978318559621
10375,2.887,3.3181754723513137
8233,1.292,2.194042243570969
3522,2.216,2.5693571706616964
2392,0.856,2.820240387471607
7411,1.604,1.9422794889786772
1205,0.576,0.5966764241592983
16162,3.485,2.5494796378552067
6181,1.994,2.729865061806727
4941,0.971,1.6035432505896736
2150,0.581,1.1337721508212368
16814,3.01,2.6526845023325336
19621,0.742,1.4149343210037415
10429,2.494,1.9234382831099026
6063,2.67,2.7319657343537074
13533,1.199,1.1891977689065882
14003,0.777,0.38433186818905085
2605,1.434,1.4538255893655432
20605,0.612,0.5795311490468578
20308,2.068,2.4121179656611744
15175,3.282,3.0142922569577664
5483,3.606,2.6777809456543267
1747,1.078,1.6915751976261575
2405,0.515,0.4659626350770907
14762,0.675,1.1116191799856807
14157,1.841,1.7156618934127792
8237,2.0,1.7560642606968457
15287,3.54,1.614471148511008
5333,3.938,2.0030849495468885
14746,1.321,2.1194321377312306
11408,3.065,2.8442901912601215
4510,1.349,1.6127299100147994
3479,3.193,3.094716016035939
5508,3.039,2.641289875280613
11198,3.5,1.5741491345228198
5863,2.312,2.445351660398835
1729,1.313,2.3546291642936907
14202,1.208,1.876400130667129
13940,1.352,1.1035212357278823
3143,0.689,1.376814836012457
17477,4.25,2.6659789175636845
20226,1.605,1.744113201109677
221,1.51,2.0860365136656327
11018,3.495,3.9138160670174216
2145,0.602,1.0059833403457503
20216,3.964,2.9365346311370146
4003,2.785,2.3712453398246964
12374,2.393,1.077273256006272
3971,2.249,2.1991411900204625
5215,0.913,1.4050342749991245
15080,1.114,1.4854009170914395
499,1.508,1.749104658582219
2119,0.647,0.6272095387808179
1510,3.588,2.9211152432455947
5568,2.328,2.482704368935842
2789,0.544,-0.13469451197737925
13875,0.982,0.8755994489489254
11403,2.258,2.129640362592987
6015,1.161,1.9395279366224187
18553,1.964,1.9320741609359828
18794,1.232,0.7186887858366333
5045,1.564,2.5195507866791544
7671,1.668,2.120197132062188
19171,2.159,2.1312982978228305
15101,1.173,1.6004574752186684
6904,2.432,1.5808879534196976
20017,0.729,1.2988315826528734
466,1.917,2.3627190374044105
59,0.6,1.5504514442156534
6161,1.954,2.2601126794838464
4984,1.116,2.00911885900328
5653,2.685,2.225810612889113
15953,2.6,2.5561108685892506
12233,0.894,0.9758907002509716
11898,2.352,3.391117996736547
3776,3.861,2.0599558024080338
4874,1.875,1.5280377755742123
10660,2.234,2.0331305903527195
7791,1.203,1.9518960922387905
13082,1.358,1.0231572629042773
8284,3.074,2.284820420075839
17346,3.268,2.762149657064576
13510,0.703,0.3683795343060794
20100,0.682,0.8017644013701144
9195,1.146,0.8790529946635104
878,1.772,2.68316274412998
12577,0.819,1.3037465949568414
16240,0.906,1.7426018777209293
16202,0.568,0.9952695017696129
16073,3.238,2.989430500562584
12136,2.444,1.0454468399908947
3421,1.443,1.708981724138681
6497,1.642,1.5120321654410631
11584,2.376,2.905817644502605
1402,2.43,2.5585869211843217
3062,0.833,1.125287971764159
12344,0.875,2.1320429185507876
12503,1.317,1.4706752249155173
20611,0.47,0.4138804893876795
18533,1.953,1.9196602334367796
19161,1.841,2.1744531468841046
18854,1.288,0.5639390065032259
11732,1.182,0.5139303077492343
5937,2.128,1.7389683777605498
1962,1.413,0.6664998987885298
4338,2.271,1.8733056807095636
200,0.808,2.265257580968445
12223,2.013,2.0123567739443757
14420,1.833,1.9342341066408792
7841,1.55,1.653951858127357
4404,1.438,2.0309390307309627
17878,1.375,2.5667488088968398
11092,2.801,1.8015075313141011
16676,2.459,2.460138756858022
4730,2.436,2.1371183410818944
13398,1.03,1.6180517326332549
13517,1.038,0.9802477460836556
898,2.359,1.8288775465861917
9525,1.619,2.3033909699337087
4084,3.944,2.341714857840472
9457,1.458,1.2072633707904146
1453,1.848,2.5111293479926005
8508,2.423,2.3511873075193606
3725,3.355,2.1610165858592865
13948,1.655,1.4134859178465788
11899,2.048,3.1355907331226334
1092,1.597,1.2490606774119257
11880,1.691,1.5369841345501172
9421,4.786,2.3027004818479426
15494,2.589,2.143739701780966
8612,3.24,2.44432012855345
1862,1.031,0.5829235908477344
19496,1.381,1.5926050078744467
5170,0.916,1.3093163286020726
14957,2.289,3.00856401236625
15067,1.388,1.4471075726675622
6467,2.522,2.2085298337031176
16877,4.203,3.511914036660663
3836,2.436,2.821177608153576
19002,1.421,1.825216771417459
2898,0.675,0.9487174829302063
18889,0.928,1.8184481280989147
10888,1.908,2.4476330812172193
7732,2.239,2.0341697386673374
6153,1.434,1.8778389581409272
10029,1.327,0.36674516551883585
7402,0.99,1.1483545491496514
13624,0.677,0.7702633001716279
11225,2.274,2.8753323358600227
8136,2.286,2.4316716822739792
9102,1.358,1.5851574047536445
18310,3.621,3.1548253819109675
15909,2.813,2.6610821875619166
8797,5.00001,5.019110514023616
5211,0.906,1.7807459708426947
9532,0.663,1.1835506320633158
13358,1.502,1.306036322819871
6876,1.703,1.702946816634487
11726,0.993,0.09873187460787136
8958,3.229,2.583758360828014
11717,2.132,0.6137914331855114
4128,2.17,2.3129391638301726
12086,2.679,1.9341477410220733
15881,2.063,1.8212340438838197
6383,3.768,2.347315288075521
12527,0.875,0.7850577482249932
19271,3.047,2.395288129304653
17142,4.602,2.8887252736462514
1282,1.285,1.5981375524027541
18217,2.846,3.2542862512478266
4843,1.196,1.525523182146408
7650,2.086,2.2188606460860427
15706,1.175,2.339746868333023
19902,0.669,0.8267334363304784
8083,2.048,1.7920300263632
2127,0.746,1.252584705795151
14829,1.091,1.5818766995362594
4527,1.143,1.9545142776518603
5377,3.083,2.499945122767272
2862,1.13,1.1435543697805528
3115,0.917,0.6343236681613291
3323,1.342,1.5925378124476453
5464,4.25,2.050100506550436
9237,0.539,0.8164707365153987
1534,3.106,2.2807588519028386
4411,2.417,2.300362950105857
17877,2.268,2.6406717345300024
3189,1.008,2.0707747407758816
15968,2.38,2.1536880382866315
15285,2.455,2.021159175354761
6259,1.565,2.3404597958699043
1978,1.156,2.571000383645675
2133,0.664,1.0391990189244567
2270,0.588,1.056257492152227
12094,2.236,2.1590796716302734
20318,1.693,2.2071002098137953
5940,1.667,1.4112135690487264
10994,2.25,2.4852665993607275
13620,0.726,0.8031433332991682
15109,1.603,2.040546257556848
14876,1.475,1.4927636854971382
15333,0.912,1.5753090946795467
1489,2.083,1.5030054471720362
16132,3.353,2.3476146907815263
1114,0.58,0.37203410377421164
6607,2.265,1.9924292489155135
14359,3.452,3.845050103244965
19951,1.068,1.3028699600398994
6688,5.00001,0.8516218046366077
15657,2.75,2.402231138095594
3277,0.958,0.9710580623014025
4909,0.972,1.5768179399528819
14951,1.55,1.4570747817238257
9295,4.0,3.9007663572562947
4351,5.00001,1.8764196858179858
16786,3.043,3.0337997132361707
11015,3.592,3.163606900386995
15015,1.447,1.7232528616296676
16969,3.528,2.342915463661001
1624,3.556,2.8320557170428557
16356,0.991,1.5917338088002069
6662,2.504,2.2932259573477864
13514,1.056,1.3109947448860382
18273,5.00001,3.9958303544691276
4149,1.62,1.9611282628417115
10262,2.722,2.8786822290490477
8527,2.459,3.2261278284622676
4574,1.833,1.8650210344926634
15181,2.207,2.842246696330868
1712,1.61,2.2930269393074454
10366,3.039,3.0467280015563603
14958,2.662,2.2640977999320455
14273,0.901,1.244728467044503
2748,0.875,1.5635383243224297
1258,2.094,1.8697952299613263
11786,1.887,1.7937743819464202
5139,1.014,1.653971392494583
18386,3.875,3.66592707875693
20231,3.591,2.644397484988936
8913,3.273,1.978912681937672
17212,2.792,2.422035881257308
17077,2.336,3.161926992109507
273,1.635,2.7307462569228775
14669,1.242,2.331542479874358
8932,4.5,2.4290719297129115
13430,1.119,1.5816373617179877
13972,0.908,1.5088750042140617
17406,1.206,2.632320695696322
4110,4.838,3.1975282819144155
10803,3.667,2.373505130930816
15882,2.01,1.9919191877255145
16000,3.336,2.7317777996372783
14575,3.625,2.1559968748039395
10961,1.701,1.9419728028466352
16805,2.467,2.869304730384947
15006,1.612,1.8561984690957303
1063,1.47,1.005293244117908
16541,1.179,1.8617433858207662
11805,1.113,0.82755914681956
15960,2.665,2.6449925583631853
9056,1.135,1.6269052647525086
16155,3.291,2.3388286809839585
15664,5.00001,2.978236512074531
7921,2.365,1.8951123606284668
13523,1.222,1.3179113263133075
11841,0.819,0.3374800117459458
16899,3.864,3.32988307042811
17781,1.848,2.1196223692658407
17372,1.607,2.806800527100137
12593,1.016,1.1018109842935573
4097,4.24,3.1729379087774916
17990,2.625,2.6571176164540873
6685,3.694,2.1569221061190973
7178,1.151,2.245788873743976
4618,2.817,2.1993184695929315
14921,0.981,1.669507263079531
19278,1.311,1.7936318157703468
19059,2.518,2.1258592539407175
20184,2.327,2.660666909127343
11768,1.392,1.2034300239786617
9459,0.715,1.269944839684193
3974,3.405,2.834096721469436
9320,2.708,2.188900069404667
6108,1.556,1.6013348498907618
19939,0.892,1.0151990597413274
7625,1.67,2.478208319853458
13845,1.031,0.8085591618543049
20280,1.805,2.285920112141703
3165,0.512,1.0783181200603593
3505,2.046,2.393878441940892
1604,3.872,2.1502565751922376
18878,1.625,1.5365604837442248
18969,1.204,1.6049005959704985
12898,1.397,1.3297534603968941
16453,0.982,1.131173271885686
18011,2.694,2.935807016579872
18000,2.691,2.311446849249215
4010,5.00001,2.8008804493391963
19797,0.496,0.7745072530230388
20614,0.58,0.7990198204093488
16271,0.659,0.9111996536823526
13356,1.754,2.320247764203806
423,3.918,3.426665239996126
6373,2.808,2.08452171536981
19527,0.907,1.5243194352321936
16938,5.00001,5.05481931614711
257,0.923,1.639159216383831
3492,2.271,2.755251378591275
14047,1.625,1.582670922423624
17975,2.909,2.962149052533597
6510,1.831,1.8930832913243734
20178,2.832,3.2727005897351304
14685,1.774,2.7300715609367785
15209,2.387,2.7454095477479186
16074,3.213,2.4686459644340673
9426,2.615,2.848900831507102
8327,0.993,1.629547532124775
6311,2.261,2.4964071569758914
19845,0.517,0.5783454983188463
14879,1.569,1.9866985816848697
15508,1.609,2.015822031370938
3753,2.224,2.2126661922069317
10884,3.052,2.770789432286513
7468,1.388,1.9998754133842809
17876,2.307,2.854652699896299
12549,0.943,1.295648112082965
1743,0.972,1.6129846682579085
15248,3.821,2.7718755358299703
1443,1.932,2.56034727299339
19062,2.095,1.860334497575316
17708,2.314,1.9154843379114865
346,0.893,1.8564691195895975
11162,1.961,2.202020835570309
12056,1.135,1.1299408600295209
17683,1.784,2.3215922774029636
15982,4.065,2.423152145711633
17489,2.282,2.320416605641263
8729,2.348,2.3431126117990075
11277,2.313,2.0363969992277404
8807,5.00001,3.8037527295870177
14587,1.841,2.0565666675815706
7120,2.137,2.6297233059417593
18075,5.00001,4.016239456591691
4413,1.692,1.9881233900066846
